fpr,tpr
0.9681463214138923,1.0
0.968557336621455,1.0
0.9702013974517057,1.0
0.9714344430743937,1.0
0.9720509658857378,1.0
0.9728729963008631,1.0
0.9734895191122072,1.0
0.9745170571311138,1.0
0.9747225647348952,1.0
0.9751335799424579,1.0
0.9753390875462392,1.0
0.9757501027538019,1.0
0.9765721331689272,1.0
0.9771886559802713,1.0
0.978832716810522,1.0
0.9804767776407727,1.0
0.9831483764899301,1.0
0.9833538840937115,1.0
0.9841759145088368,1.0
0.9854089601315249,1.0
0.9862309905466502,1.0
0.9866420057542129,1.0
0.9870530209617756,1.0
0.9876695437731196,1.0
0.9880805589806823,1.0
0.9882860665844636,1.0
0.9886970817920263,1.0
0.9926017262638718,1.0
0.9930127414714345,1.0
0.9934237566789971,1.0
0.9936292642827784,1.0
0.9942457870941225,1.0
0.9946568023016852,1.0
0.9950678175092479,1.0
